BTC_Archive,@Crypto_Ayda https://t.co/tu5UHT6bgu,Fri Apr 08 22:56:09 +0000 2022
BTC_Archive,@sweetsinner3 😋 yes pls :),Fri Apr 08 22:54:54 +0000 2022
BTC_Archive,@crypopoly 🍻,Fri Apr 08 19:08:44 +0000 2022
BTC_Archive,"@Crypto_Ayda Is this the before or after pic? 
😂 😂😂",Fri Apr 08 19:07:56 +0000 2022
BTC_Archive,RT @BTC_Archive: 💥BREAKING: Tesla Block and Blockstream team up to mine #Bitcoin with solar power in Texas.,Fri Apr 08 18:46:57 +0000 2022
BTC_Archive,The #Bitcoin purists may be correct - Dr Jordan Peterson,Fri Apr 08 18:27:04 +0000 2022
BTC_Archive,@LittleBrightBo1 Sorry for promoting MY YouTube channel on MY twitter. 😂 🤦🏻‍♂️,Fri Apr 08 18:15:01 +0000 2022
BTC_Archive,"RT @BTC_Archive: #Bitcoin increased tourism by 30% in El Salvador.
- Tourism Minister",Fri Apr 08 17:40:48 +0000 2022
BTC_Archive,"RT @BTC_Archive: #Bitcoin could exceed $1 million by 2030.
- Cathie Wood",Fri Apr 08 17:24:30 +0000 2022
BTC_Archive,"RT @BTC_Archive: #Bitcoin is not just about Number Go Up.
Bitcoin is also about Freedom Go Up.
- Alex @Gladstein",Fri Apr 08 17:24:26 +0000 2022
BTC_Archive,"RT @BTC_Archive: #Bitcoin became a medium of exchange across the USA yesterday.

#Bitcoin 🤝 Strike 🤝 Lightning

In hundreds of major retail…",Fri Apr 08 16:46:52 +0000 2022
BTC_Archive,"RT @BTC_Archive: #Bitcoin will never be controlled by government.
- Peter Thiel",Fri Apr 08 16:46:43 +0000 2022
BTC_Archive,@natbrunell they’re gonna have remake this one… 😂 https://t.co/kfDgQqT6Ou,Fri Apr 08 16:12:50 +0000 2022
BTC_Archive,"💥Follow me on YouTube👇
https://t.co/tP9brDEZDY",Fri Apr 08 15:50:02 +0000 2022
BTC_Archive,@100trillionUSD 👌,Fri Apr 08 15:40:28 +0000 2022
BTC_Archive,💥BREAKING: Tesla Block and Blockstream team up to mine #Bitcoin with solar power in Texas.,Fri Apr 08 15:33:36 +0000 2022
BTC_Archive,"RT @BTC_Archive: 💥BREAKING:  Strike has partnered with NCR - one of the world’s biggest payment processors and ATM operators. 

#Bitcoin Li…",Fri Apr 08 10:59:59 +0000 2022
BTC_Archive,"RT @BTC_Archive: “YoU cAnT bUy AnYThiNg w BiToIn!”

Jack Mallers: hold my 🍺 😎",Fri Apr 08 10:59:52 +0000 2022
BTC_Archive,💥Major US retailers now accepting #Bitcoin 🙌 https://t.co/y2vJtgtCFE,Fri Apr 08 10:14:31 +0000 2022
BTC_Archive,"#Bitcoin increased tourism by 30% in El Salvador.
- Tourism Minister",Fri Apr 08 10:12:01 +0000 2022
Kriptoemre,@AtakanSevgi_ @KerITheLiberal Y****k gibi yasiyoruz demeyelim dee doner yiyelim.,Fri Apr 08 18:17:42 +0000 2022
Kriptoemre,@tayfun42790477 Simdi al,Fri Apr 08 18:13:57 +0000 2022
Kriptoemre,"#Bitcoin in $43,500 lerden yönünü yukarı çevirmesini bekliyorum bugün.

İki haftadır konuştuğumuz yukarı yönlü tren… https://t.co/gRBjVYknCs",Fri Apr 08 11:02:59 +0000 2022
Kriptoemre,@muratuy69001656 Vadene bagli. Biraz geri cekilince gir.,Fri Apr 08 06:38:52 +0000 2022
Kriptoemre,"Şu durgun sularda bile yine gidip sizin için en büyük balığı yakaladım 🐠

Bunların devamını isteyenler beğensin yor… https://t.co/iJNCHMo8bA",Fri Apr 08 06:25:23 +0000 2022
Kriptoemre,"BlockWallet'ın BNB BEP-20 ağı için gizlilik özellikleri yayına girdi. 

Siz hala BlockWallet'ı denemediniz mi? Ücre… https://t.co/W8lXLuncyK",Thu Apr 07 14:35:43 +0000 2022
Kriptoemre,"@KriptoFati İnsanlar yatırım yapmıyor ki. Takım tutar gibi coin tutuyorlar. 

Yatırımıyla aşk yaşayan adama mantık işlemez ki...",Thu Apr 07 09:46:25 +0000 2022
Kriptoemre,@esradogrull Ya bi git Esra ya =),Wed Apr 06 20:54:11 +0000 2022
Kriptoemre,"@Mesutturan26 Avax yalancıların çıkardığı bir shitcoin, düşüncelerimde zerre değişiklik yok.",Wed Apr 06 19:47:46 +0000 2022
Kriptoemre,"Maradona koleksiyonu için ailesi ile anlaşılmış, merhumun bir iş ilişkisi yok düzeltmeye çalışanların dikkatine",Wed Apr 06 19:42:00 +0000 2022
Kriptoemre,"Bugün videoda bahsettiğimiz DAO Maker ilk NFT koleksiyonu için Maradona ile anlaşmış =) 

Detaylar ve minting sürec… https://t.co/vwPxott4Nf",Wed Apr 06 19:39:14 +0000 2022
Kriptoemre,@Birinin2 niye hala takip edion o zaman zibidi,Wed Apr 06 19:15:28 +0000 2022
Kriptoemre,Her şey serbest düşüş halindeyken bizim coin kapı gibi duruyor maşallah =) https://t.co/glPQj3S1Wl,Wed Apr 06 19:03:00 +0000 2022
Kriptoemre,"2 haftadır yapamadığımız Haftalık Piyasa Değerlendirme Videomuzun yenisi bugün telafi için yayında 😊

#Bitcoin ve A… https://t.co/wHNmUINOLI",Wed Apr 06 15:47:38 +0000 2022
Kriptoemre,"@lordsinov Ankara’da calisildigini gorsem bi de inanicam. 

Benim semti bok goturuyor.",Wed Apr 06 09:06:22 +0000 2022
Kriptoemre,Yurt disindan dondugum piyasalardan belli oluyor aynen 😂 https://t.co/6W2YKprKEj,Wed Apr 06 08:56:09 +0000 2022
Kriptoemre,FED’in hızlı faiz arttırımına gidecek olması kısa vadeli tahvilleri düşürürken 30 yıllık tahvilleri değerlendiriyor… https://t.co/Sjn5Bm9nSL,Wed Apr 06 08:25:30 +0000 2022
Kriptoemre,"Dostlarım @oytun86 ve @altugisler 'e yeni projelerinde başarılar dilerim. Yolunuz açık olsun 😊

Uygulamayı merakla… https://t.co/PTVGNzP3ik",Tue Apr 05 16:15:03 +0000 2022
Kriptoemre,Münihte mekanın birinde bir Almanla muhabbet ettik. Türk Lirası çok değer kaybetti ama bu normal değil bence dedi.… https://t.co/VGojUycflK,Tue Apr 05 10:14:58 +0000 2022
Kriptoemre,@mustafaunal3423 Ben olacağını düşünüyorum,Tue Apr 05 07:43:41 +0000 2022
KriptoData,"FIFA, 2022 Dünya Kupası maskotu La'eeb için #NFT ve #metaverse  içerikli 2 ticari marka başvurusunda bulundu. https://t.co/jhsbmieCHl",Fri Apr 08 23:00:51 +0000 2022
KriptoData,"“#Bitcoin madenciliği dünyayı kurtaracak.”

— Kevin O’Leary | Ünlü Kanadalı Girişimci https://t.co/f9UHkMQjG1",Fri Apr 08 21:53:58 +0000 2022
KriptoData,"“ #Bitcoin, fiat para biriminden daha ucuz ve daha hızlıdır.”

— Cynthia Lummis | ABD’li Senatör",Fri Apr 08 20:01:09 +0000 2022
KriptoData,"“ Yeni #Bitcoin yasa tasarımız, inovasyonun gerçekleşmesi için bir sanal alan sağlamayı amaçlıyor.”

— Cynthia Lummis | ABD’li Senatör",Fri Apr 08 19:37:42 +0000 2022
KriptoData,"“İyi insanlar #bitcoin ‘in özgürlük için ne kadar önemli olduklarını gösteriyorlar.”

— Cynthia Lummis | ABD’li Sen… https://t.co/kdqJ8xXSX8",Fri Apr 08 19:35:39 +0000 2022
KriptoData,"Tesla, Block ve Blockstream, Teksas'ta güneş enerjisi kullanarak #Bitcoin  madenciliği yapmak için ortaklık kurdu. https://t.co/aUhQnVQBQf",Fri Apr 08 19:20:37 +0000 2022
KriptoData,‘’Ülke ve #Bitcoin Şehri için dijital altyapı birlikte oluşturacağımızı söyleyen genel bir mutabakat anlaşmasını im… https://t.co/PeP9wnulYf,Fri Apr 08 13:58:42 +0000 2022
KriptoData,"Blockstream eski CEO’su Samson Mow, El Salvador'da dijital altyapı geliştirmek için bir mutabakat anlaşması imzalad… https://t.co/sJUuaCSR4y",Fri Apr 08 13:58:41 +0000 2022
KriptoData,"Vodafone, Decentraland üzerinde bir #Metaverse mağazası açacağını açıkladı. https://t.co/5r7qodwb6P",Fri Apr 08 13:42:32 +0000 2022
KriptoData,"MasterCard, #NFT ve #Metaverse içerikli ticari marka başvurusunda bulundu. https://t.co/SKTfJ7fmWv",Fri Apr 08 13:28:24 +0000 2022
KriptoData,"Oyuncak şirketi Lego ve oyun şirketi Epic Games, çocuklar ve aileler için yapılmış bir #Metaverse alanı oluşturmak… https://t.co/FEN1NNCm9O",Fri Apr 08 13:06:41 +0000 2022
KriptoData,"Yerel basında yer alan habere göre; Güney Kore Ulusal İstihbarat Servisi (NIS), Güney Koreli #kriptopara borsaların… https://t.co/cTiTJUXMwi",Fri Apr 08 12:54:02 +0000 2022
KriptoData,"Kriptopara borç verme ve alma platformu Celsius Network, 150.000’den fazla #Bitcoin’e sahip olduğunu açıkladı.

Cel… https://t.co/25yL0CC2CM",Fri Apr 08 12:10:38 +0000 2022
KriptoData,"ABD Federal Mevduat Sigorta Kurumu (FDIC), denetimi altında bulunan kurumların #kripto varlıklarla işlem yapması ve… https://t.co/sCxyxaHIRf",Fri Apr 08 11:44:36 +0000 2022
KriptoData,"Avustralya’nın önde gelen #kriptopara borsası CoinSpot, otomobil satıcısı Dutton Garage ile ortaklık kurduğunu açık… https://t.co/hNAmjahIc0",Fri Apr 08 11:28:24 +0000 2022
KriptoData,“Şu ana kadar 10 trilyon rubleyi (130 milyar dolar) aşan önemli miktarda para transferi yapıldığını ve #kriptopara… https://t.co/pqtJLEXMvF,Fri Apr 08 10:46:28 +0000 2022
KriptoData,"Avrupa birliği, Rusya’ya karşı beşinci yaptırım paketini onayladı.

Yaptırım paketi içerisinde, kurum veya kuruluşa… https://t.co/RM4bQ4g8uI",Fri Apr 08 10:25:16 +0000 2022
KriptoData,"Strike, e-ticaret şirketi Shopify ile ortaklık kurduğunu açıkladı.

Kurulan ortaklık ile Shopify satıcıları… https://t.co/do0fC17iYC",Fri Apr 08 10:01:54 +0000 2022
KriptoData,""" #Bitcoin dünyanın en dürüst ve en verimli piyasasıdır."" 

— Peter Thiel | PayPal'ın kurucu ortağı https://t.co/W8Qw1HXgwW",Thu Apr 07 17:57:31 +0000 2022
KriptoData,"Dubai merkezli bir kafe olan Bake N More, ödeme yöntemleri olarak artık #Bitcoin, #Ethereum kabul edeceğini duyurdu. https://t.co/9a2fJo73YK",Thu Apr 07 15:30:15 +0000 2022
kriptoreal1,"Facebook, Microsoft, Apple, Disney, Hulu ve Bank of America şu anda #kripto işleri için işçi işe alıyor.

#bitcoin… https://t.co/F9lEVYf0Mh",Sat Apr 09 00:25:18 +0000 2022
kriptoreal1,#HamsterCoin şu an şov yapıyor. Projeye güvenimiz tamdı ama bu kadar güzel bir artış herkesi mutlu etti. Umarım çok… https://t.co/eOKybXAxJt,Fri Apr 08 20:55:41 +0000 2022
kriptoreal1,"#Tesla, #Teksas’daki güneş enerjisi santralinden #Bitcoin çıkarmak için #Block ve #Blockstream ile ortaklık kuruyor… https://t.co/8XedKBYg3a",Fri Apr 08 20:54:29 +0000 2022
kriptoreal1,"#Vodafone, #Metaverse’de mağaza açacağını açıkladı

GSM şirketleri büyük lokmayı kapma peşinde. 🥳🥳

#Bitcoin #ETH #NFT #NFTs #Web3",Fri Apr 08 15:18:06 +0000 2022
kriptoreal1,Piyasada hareketlilik başladı. Umarım kalıcı olur. Hadi aslanım göster kendini! #Bitcoin 💥💥 https://t.co/Ebejb1VSRx,Fri Apr 08 15:03:48 +0000 2022
kriptoreal1,"#Terra (#LUNA), 200 milyon #Dolar’lık #AVAX  alımı gerçekleştirdi. 💥💥

#Bitcoin #btc #ETH #Metaverse #NFT #NFTs",Fri Apr 08 14:30:18 +0000 2022
kriptoreal1,"Geleneksel Sahur Ödülü

Bu gönderiyi beğenip 2 arkadaşını etiketleyen 2 kişiye 150 dolar değerinde #Ceek gönderiyor… https://t.co/QmGMjLrMab",Fri Apr 08 14:23:08 +0000 2022
kriptoreal1,"Çin TV ağı Shandong Television, bir #NFT pazaryeri başlatma planlarını duyurdu.

İnanın #bitcoin ve #NFTs projeleri… https://t.co/hJkyIDZ0JW",Fri Apr 08 12:47:05 +0000 2022
kriptoreal1,"🇷🇺 Rusya Başbakanı, Rus vatandaşlarının toplu olarak 130 milyar ABD Doları değerinde #kriptopara’sı olduğunu belirt… https://t.co/cngAU5Ua8D",Fri Apr 08 11:01:58 +0000 2022
kriptoreal1,Hayırlı cumalar güzel dostlarım🌺❤️,Fri Apr 08 10:18:54 +0000 2022
kriptoreal1,"RT @kriptoreal1: Geleneksel Sahur Ödülü

Bu gönderiyi beğenip 2 arkadaşını etiketleyen 2 kişiye 100 dolar değerinde #Ceek gönderiyorum 💥

S…",Thu Apr 07 20:52:21 +0000 2022
kriptoreal1,"🇳🇱 Hollanda Finansal Piyasalar Kurumu, öğrencileri #kriptoparalar'a yatırım yapma konusunda eğiteceklerini duyurdu.… https://t.co/uWS7jFbb40",Thu Apr 07 19:57:31 +0000 2022
kriptoreal1,"ÇOK GÜZEL HABER

Robinhood, #Bitcoin Lighting Network'ü #kripto cüzdanlarıyla entegre edecek şekilde ayarlandı.

Ge… https://t.co/b3AU8vM8sI",Thu Apr 07 17:35:45 +0000 2022
kriptoreal1,"#SonDakika 

Pensilvanya Bank, 2022'de $BTC Alım Satımı Sunacak. #Bitcoin",Thu Apr 07 15:50:18 +0000 2022
